timestamp_ns,trajectory_id,sample_index,control_dt_s,force_raw_n,torque_actual_nm,torque_command_prev_nm,torque_command_issued_nm,motor_position_rad,force_reference_n,imu_valid,tension_sensor_valid,saturation_flag,emergency_flag,data_valid_flag,velocity_command_0,velocity_command_1,velocity_command_2,policy_action_0,policy_action_1,policy_action_2,policy_action_3,policy_action_4,policy_action_5,policy_action_6,policy_action_7,policy_action_8,policy_action_9,policy_action_10,policy_action_11,policy_action_12,policy_action_13,policy_action_14,policy_action_15,policy_action_16,policy_action_17,joint_position_0,joint_position_1,joint_position_2,joint_position_3,joint_position_4,joint_position_5,joint_position_6,joint_position_7,joint_position_8,joint_position_9,joint_position_10,joint_position_11,joint_position_12,joint_position_13,joint_position_14,joint_position_15,joint_position_16,joint_position_17,joint_velocity_0,joint_velocity_1,joint_velocity_2,joint_velocity_3,joint_velocity_4,joint_velocity_5,joint_velocity_6,joint_velocity_7,joint_velocity_8,joint_velocity_9,joint_velocity_10,joint_velocity_11,joint_velocity_12,joint_velocity_13,joint_velocity_14,joint_velocity_15,joint_velocity_16,joint_velocity_17,body_gravity_vector_0,body_gravity_vector_1,body_gravity_vector_2,body_angular_velocity_0,body_angular_velocity_1,body_angular_velocity_2,body_linear_acceleration_0,body_linear_acceleration_1,body_linear_acceleration_2
2895533932849,hexapod_20260804_110711,0,0.02,50.98564780127517,-0.030769230891019107,0.0,8.983006083324192,-0.17643244564533234,85.34870147705078,1,1,0,0,1,0.0,0.0,0.0,0.09399368613958359,-0.09970767796039581,0.015312550589442253,-0.05783388763666153,-0.10208773612976074,0.03899788111448288,-0.0376250259578228,-0.02827194705605507,0.013499525375664234,-0.0017174053937196732,0.10071736574172974,0.03940930962562561,0.032012324780225754,0.1169600561261177,-0.023322150111198425,0.032176423817873,0.11964842677116394,-0.0807175263762474,0.06427863240242004,0.03509557247161865,-0.020599544048309326,-0.01926451548933983,0.060654640197753906,-0.04119914770126343,-0.12836651504039764,0.09803879261016846,0.014495790004730225,-0.05130846053361893,-0.08659470081329346,-0.0003809928894042969,0.05054550990462303,-0.05951046943664551,-0.0186922550201416,0.1337071806192398,-0.0659952163696289,-0.08392488956451416,-0.021978022530674934,-0.013186813332140446,0.004395604599267244,0.004395604599267244,0.004395604599267244,0.013186813332140446,0.013186813332140446,0.013186813332140446,0.03956044092774391,-0.004395604599267244,-0.013186813332140446,-0.013186813332140446,0.004395604599267244,-0.013186813332140446,-0.013186813332140446,0.004395604599267244,0.013186813332140446,0.004395604599267244,-0.17590443789958954,-0.39544478058815,-0.9014882445335388,0.0007705119205638766,0.0008895155624486506,-0.0002488798927515745,4.285839080810547,0.21380482614040375,8.863418579101562
2895554021840,hexapod_20260804_110711,1,0.02,50.998766728421735,5.200000190734864,8.983006083324192,9.359197487468364,-0.17643244564533234,89.31581115722656,1,1,0,0,1,0.0,0.0,0.0,0.09569623321294785,-0.09563706070184708,0.0032741217873990536,-0.06586622446775436,-0.08262874186038971,0.06116233766078949,-0.04161203280091286,-0.019833270460367203,0.02562696300446987,0.004125429317355156,0.09542018175125122,0.040620557963848114,0.026129934936761856,0.12137329578399658,-0.013003868982195854,0.04110503941774368,0.11717355251312256,-0.09009022265672684,0.06504157930612564,0.03471410274505615,-0.020599544048309326,-0.01926451548933983,0.060273170471191406,-0.04119914770126343,-0.12874799966812134,0.09803879261016846,0.014495790004730225,-0.05130846053361893,-0.08621323108673096,-0.0003809928894042969,0.05092698708176613,-0.05912899971008301,-0.0186922550201416,0.1337071806192398,-0.0652322769165039,-0.08430635929107666,0.23296703398227692,-0.224175825715065,0.013186813332140446,-0.07472527772188187,-0.18021978437900543,0.06593406945466995,-0.20659340918064117,0.05714285746216774,0.03076923079788685,-0.03076923079788685,0.10989011079072952,0.048351649194955826,0.08351648598909378,0.224175825715065,-0.03956044092774391,0.1626373678445816,0.2153846174478531,-0.26813188195228577,-0.1759037971496582,-0.3954399526119232,-0.9014905095100403,0.0007664206204935908,0.00046754226787015796,-0.0004227421886753291,4.2631683349609375,0.21450351178646088,8.860074996948242
2895574607934,hexapod_20260804_110711,2,0.02,51.54509663740337,6.615384721755982,9.359197487468364,9.280884243382076,-0.15430685877799988,88.61666870117188,1,1,0,0,1,0.0,0.0,0.0,0.09806033223867416,-0.09607115387916565,0.002249536570161581,-0.0684271976351738,-0.07947202026844025,0.06427234411239624,-0.03827464208006859,-0.024155685678124428,0.03161390498280525,0.0012950804084539413,0.0948563814163208,0.03643983602523804,0.02880902960896492,0.12155638635158539,-0.014584589749574661,0.04660927876830101,0.11558306217193604,-0.09085225313901901,0.07686731964349747,0.0267031192779541,-0.01792919635772705,-0.028038453310728073,0.054551005363464355,-0.03509557247161865,-0.13942931592464447,0.10070911049842834,0.016021668910980225,-0.05207141116261482,-0.0816354751586914,0.0019078254699707031,0.05436026677489281,-0.04768472909927368,-0.026703238487243652,0.14248111844062805,-0.060273170471191406,-0.09384322166442871,0.7516483664512634,-0.18021978437900543,0.2769230902194977,-0.6285714507102966,-0.021978022530674934,0.5318681597709656,-0.8395604491233826,0.1538461595773697,0.048351649194955826,-0.004395604599267244,0.1538461595773697,0.013186813332140446,0.2153846174478531,0.6461538672447205,-0.5846154093742371,0.5318681597709656,0.05714285746216774,-0.25934067368507385,-0.17564645409584045,-0.3954281210899353,-0.9015458822250366,0.0628427043557167,-0.012451449409127235,-0.015049399808049202,3.8244900703430176,0.8544207811355591,11.02272891998291
2895594686647,hexapod_20260804_110711,3,0.02,64.35355571270048,7.600000047683716,9.280884243382076,9.280682682260023,-0.09822995215654373,91.57034301757812,1,1,0,0,1,0.0,0.0,0.0,0.09672500938177109,-0.09693504124879837,0.00463053910061717,-0.0633850172162056,-0.0785193145275116,0.05944610387086868,-0.03874405100941658,-0.022848354652523994,0.03379055857658386,0.003999195992946625,0.08695687353610992,0.030714767053723335,0.027994904667139053,0.11829873919487,-0.01692979224026203,0.05094105750322342,0.10812918841838837,-0.08290299028158188,0.09365224838256836,0.0255587100982666,-0.012207090854644775,-0.04177157208323479,0.054551005363464355,-0.0289919376373291,-0.14744029939174652,0.10223501920700073,0.016403138637542725,-0.05207141116261482,-0.07324302196502686,-0.0003809928894042969,0.056267641484737396,-0.035858988761901855,-0.0320439338684082,0.1508735716342926,-0.055695533752441406,-0.09498763084411621,0.7692307829856873,-0.18901099264621735,0.19780220091342926,-0.7692307829856873,-0.03956044092774391,-0.013186813332140446,-0.12747253477573395,-0.03956044092774391,0.03076923079788685,-0.013186813332140446,0.6637362837791443,-0.224175825715065,-0.013186813332140446,0.5846154093742371,-0.08351648598909378,0.18021978437900543,0.5054945349693298,0.07472527772188187,-0.17467641830444336,-0.3967379927635193,-0.9011587500572205,0.09172718226909637,-0.04734741523861885,-0.0435262992978096,3.8903181552886963,1.0818591117858887,9.74908447265625
2895614819967,hexapod_20260804_110711,4,0.02,90.10531714091246,8.276923084259034,9.280682682260023,8.991480430603026,-0.01926451548933983,95.7737045288086,1,1,0,0,1,0.0,0.0,0.0,0.09681456536054611,-0.10198885947465897,0.005906329955905676,-0.06678742915391922,-0.08529600501060486,0.04914506524801254,-0.03765993192791939,-0.02208481915295124,0.032629720866680145,0.003178877755999565,0.08981390297412872,0.02611340396106243,0.02740909531712532,0.11924108862876892,-0.018923109397292137,0.04784774407744408,0.10164414346218109,-0.0693695917725563,0.10624094307422638,0.02098095417022705,-0.0091552734375,-0.049782559275627136,0.054551005363464355,-0.0270845890045166,-0.14400701224803925,0.10109058022499084,0.0171661376953125,-0.051689937710762024,-0.057602524757385254,-0.008773565292358398,0.056267641484737396,-0.02517765760421753,-0.0335698127746582,0.1504921019077301,-0.043488264083862305,-0.09308028221130371,0.4703296720981598,-0.224175825715065,0.1626373678445816,-0.20659340918064117,0.03956044092774391,0.25934067368507385,0.19780220091342926,-0.06593406945466995,0.0923076942563057,0.013186813332140446,0.6373626589775085,-0.37362638115882874,-0.013186813332140446,0.6285714507102966,-0.17142857611179352,-0.07472527772188187,0.5846154093742371,0.13626374304294586,-0.17307306826114655,-0.3984556198120117,-0.9007101655006409,0.12087713927030563,-0.030592313036322594,-0.04076454043388367,3.6446902751922607,1.1128052473068237,9.365199089050293
2895634881238,hexapod_20260804_110711,5,0.02,133.0500347208838,9.753846073150635,8.991480430603026,8.69811126552207,0.06809338182210922,101.28458404541016,1,1,0,0,1,0.0,0.0,0.0,0.09317761659622192,-0.10852755606174469,0.009791389107704163,-0.07326754927635193,-0.09558968245983124,0.03745909035205841,-0.03994276002049446,-0.023725386708974838,0.029505224898457527,0.0002801567316055298,0.09630732238292694,0.018427090719342232,0.03475204482674599,0.12066014111042023,-0.02324036695063114,0.03194119408726692,0.103958860039711,-0.05564909055829048,0.10738536715507507,0.01716625690460205,-0.004958987236022949,-0.048638131469488144,0.053788065910339355,-0.02021801471710205,-0.14209964871406555,0.10070911049842834,0.012969911098480225,-0.051689937710762024,-0.0473027229309082,-0.011825323104858398,0.056267641484737396,-0.013351917266845703,-0.037384629249572754,0.1504921019077301,-0.0335698127746582,-0.09002840518951416,-0.3384615480899811,-0.2945055067539215,0.347252756357193,0.18021978437900543,-0.12747253477573395,0.347252756357193,-0.048351649194955826,-0.021978022530674934,-0.39120879769325256,-0.004395604599267244,0.43516483902931213,-0.004395604599267244,0.013186813332140446,0.5670329928398132,-0.18021978437900543,-0.013186813332140446,0.39120879769325256,0.18901099264621735,-0.1713189333677292,-0.40027114748954773,-0.9002404808998108,0.10257924348115921,-0.06039492040872574,-0.03621332347393036,4.154407024383545,0.7449151873588562,7.951082229614258
2895654940008,hexapod_20260804_110711,6,0.02,138.13834467421498,9.692307615280152,8.69811126552207,8.809410485246751,0.15392538905143738,103.6316146850586,1,1,0,0,1,0.0,0.0,0.0,0.08702299743890762,-0.10849565267562866,0.009960539638996124,-0.07584800571203232,-0.1078500747680664,0.03267379105091095,-0.04189347103238106,-0.022159166634082794,0.02546948380768299,0.000651530921459198,0.10208682715892792,0.01241648755967617,0.039054449647665024,0.11964390426874161,-0.024336155503988266,0.027438733726739883,0.10920675098896027,-0.04890809208154678,0.09975585341453552,0.0110626220703125,0.0007630586624145508,-0.04596780240535736,0.051499128341674805,-0.0141143798828125,-0.14400701224803925,0.10070911049842834,0.006866276264190674,-0.051689937710762024,-0.03776586055755615,-0.013732671737670898,0.05664911866188049,-0.0034335553646087646,-0.039291977882385254,0.1508735716342926,-0.027466297149658203,-0.08697664737701416,-0.32967033982276917,-0.3032967150211334,0.23296703398227692,0.07472527772188187,-0.05714285746216774,0.24175824224948883,-0.08351648598909378,0.004395604599267244,-0.2769230902194977,-0.021978022530674934,0.49670329689979553,-0.18021978437900543,0.021978022530674934,0.2945055067539215,-0.021978022530674934,-0.021978022530674934,0.25054946541786194,-0.021978022530674934,-0.17017272114753723,-0.40214046835899353,-0.8996245861053467,0.06675825268030167,-0.07478223741054535,-0.020961659029126167,4.485281467437744,0.8288309574127197,7.801904201507568
2895675070233,hexapod_20260804_110711,7,0.02,135.25458754015267,8.830769205093384,8.809410485246751,8.950909106997853,0.23365376889705658,104.45716094970703,1,1,0,0,1,0.0,0.0,0.0,0.0825582966208458,-0.1051522046327591,0.008847633376717567,-0.07716061919927597,-0.11473126709461212,0.03269047290086746,-0.04527634382247925,-0.020151028409600258,0.022678641602396965,0.0016920454800128937,0.10804212093353271,0.008855519816279411,0.041381943970918655,0.11708661913871765,-0.022961817681789398,0.0264415480196476,0.11393345892429352,-0.04724288731813431,0.09517814964056015,0.004958987236022949,0.0068666934967041016,-0.04634927958250046,0.049210309982299805,-0.010299623012542725,-0.14476996660232544,0.10070911049842834,0.0022885799407958984,-0.051689937710762024,-0.02899181842803955,-0.0171658992767334,0.057793546468019485,0.00038120150566101074,-0.038910508155822754,0.1508735716342926,-0.024414539337158203,-0.08812105655670166,-0.18901099264621735,-0.32967033982276917,0.3384615480899811,-0.06593406945466995,-0.1538461595773697,0.2153846174478531,0.013186813332140446,-0.004395604599267244,-0.20659340918064117,0.021978022530674934,0.347252756357193,-0.10109890252351761,0.08351648598909378,0.1626373678445816,0.013186813332140446,-0.013186813332140446,0.021978022530674934,-0.0923076942563057,-0.1699308156967163,-0.4036305248737335,-0.8990027904510498,0.01954314298927784,-0.06590374559164047,0.0011040981626138091,4.607943058013916,0.35447198152542114,8.250834465026855
2895695223094,hexapod_20260804_110711,8,0.02,116.15628998506804,8.707692289352417,8.950909106997853,9.178369178953474,0.3099488914012909,102.44670104980469,1,1,0,0,1,0.0,0.0,0.0,0.08155409246683121,-0.09932943433523178,0.006357553880661726,-0.0774974450469017,-0.11608070135116577,0.03612387180328369,-0.04767882451415062,-0.01735794171690941,0.02228848822414875,0.0013710856437683105,0.1101040244102478,0.007073933258652687,0.04265427961945534,0.11365847289562225,-0.020542077720165253,0.029356636106967926,0.11829781532287598,-0.048442158848047256,0.09212634712457657,-0.0003815889358520508,0.013733267784118652,-0.048256658017635345,0.044632673263549805,-0.004196047782897949,-0.14476996660232544,0.10070911049842834,-0.001907646656036377,-0.051689937710762024,-0.02403271198272705,-0.0171658992767334,0.06008239835500717,0.0030515193939208984,-0.037766098976135254,0.1508735716342926,-0.024796009063720703,-0.09079134464263916,-0.03956044092774391,-0.19780220091342926,0.39120879769325256,-0.1626373678445816,-0.26813188195228577,0.3648351728916168,-0.021978022530674934,0.004395604599267244,-0.1626373678445816,0.004395604599267244,0.2153846174478531,-0.021978022530674934,0.12747253477573395,0.048351649194955826,0.10109890252351761,-0.013186813332140446,-0.013186813332140446,-0.1626373678445816,-0.17044299840927124,-0.40472525358200073,-0.8984134197235107,-0.015050945803523064,-0.0767037495970726,0.013092506676912308,4.113027095794678,-0.056810412555933,8.42471981048584
2895715355232,hexapod_20260804_110711,9,0.02,119.6439366247799,8.338461542129517,9.178369178953474,9.20367966657943,0.3877699077129364,103.51824951171875,1,1,0,0,1,0.0,0.0,0.0,0.08156376332044601,-0.09548880159854889,0.006318222265690565,-0.07764608412981033,-0.12030020356178284,0.04046744108200073,-0.050321441143751144,-0.01596774160861969,0.021544909104704857,0.0016722679138183594,0.1123562902212143,0.007391488179564476,0.0460226871073246,0.11121345311403275,-0.018907491117715836,0.03002755716443062,0.12030795216560364,-0.04751696065068245,0.09174486994743347,-0.0053408145904541016,0.018311023712158203,-0.050164032727479935,0.040817856788635254,0.0019075870513916016,-0.14476996660232544,0.10070911049842834,-0.0034335851669311523,-0.051689937710762024,-0.01983642578125,-0.0171658992767334,0.06198977679014206,0.0030515193939208984,-0.035858750343322754,0.1508735716342926,-0.025177478790283203,-0.09346175193786621,0.004395604599267244,-0.224175825715065,0.20659340918064117,-0.06593406945466995,-0.12747253477573395,0.18021978437900543,-0.004395604599267244,0.004395604599267244,-0.0923076942563057,-0.004395604599267244,0.18901099264621735,0.004395604599267244,0.03956044092774391,0.004395604599267244,0.06593406945466995,0.013186813332140446,-0.03956044092774391,-0.12747253477573395,-0.17137733101844788,-0.4058343768119812,-0.8977351188659668,-0.016289714723825455,-0.060367483645677567,0.012982907705008984,4.37182092666626,-0.15355782210826874,8.848365783691406
